1769976000	40
1769976060	40
1769976120	40
1769976180	40
1769976240	40
1769976300	40
1769976360	40
1769976420	40
1769976480	40
1769976540	40
1769976600	40
1769976660	40
1769976720	40
1769976780	40
1769976840	40
1769976900	40
1769976960	40
1769977020	40
1769977080	40
1769977140	40
1769977200	40
1769977260	40
1769977320	40
1769977380	40
1769977440	40
1769977500	40
1769977560	40
1769977620	40
1769977680	40
1769977740	40
1769977800	40
1769989500	30
1769989560	30
1769989620	30
1769989680	30
1769989740	30
1769989800	30
1769989860	30
1769989920	30
1769989980	30
1769990040	30
1769990100	30
1769990160	30
1769990220	30
1769990280	30
1769990340	30
1769990400	30
1769990460	30
1769990520	30
1769990580	30
1769990640	30
1769990700	30
1769990760	30
1769990820	30
1769990880	30
1769990940	30
1769991000	30
1769991060	30
1769991120	30
1769991180	30
1769991240	30
1769991300	30
1770494400	40
1770494460	40
1770494520	40
1770494580	40
1770494640	40
1770494700	40
1770494760	40
1770494820	40
1770494880	40
1770494940	40
1770495000	40
1770495060	40
1770495120	40
1770495180	40
1770495240	40
1770495300	40
1770495360	40
1770495420	40
1770495480	40
1770495540	40
1770495600	40
1770495660	40
1770495720	40
1770495780	40
1770495840	40
1770495900	40
1770495960	40
1770496020	40
1770496080	40
1770496140	40
1770496200	40
1770507900	30
1770507960	30
1770508020	30
1770508080	30
1770508140	30
1770508200	30
1770508260	30
1770508320	30
1770508380	30
1770508440	30
1770508500	30
1770508560	30
1770508620	30
1770508680	30
1770508740	30
1770508800	30
1770508860	30
1770508920	30
1770508980	30
1770509040	30
1770509100	30
1770509160	30
1770509220	30
1770509280	30
1770509340	30
1770509400	30
1770509460	30
1770509520	30
1770509580	30
1770509640	30
1770509700	30
1770926400	40
1770926460	40
1770926520	40
1770926580	40
1770926640	40
1770926700	40
1770926760	40
1770926820	40
1770926880	40
1770926940	40
1770927000	40
1770927060	40
1770927120	40
1770927180	40
1770927240	40
1770927300	40
1770927360	40
1770927420	40
1770927480	40
1770927540	40
1770927600	40
1770927660	40
1770927720	40
1770927780	40
1770927840	40
1770927900	40
1770927960	40
1770928020	40
1770928080	40
1770928140	40
1770928200	40
1770939900	30
1770939960	30
1770940020	30
1770940080	30
1770940140	30
1770940200	30
1770940260	30
1770940320	30
1770940380	30
1770940440	30
1770940500	30
1770940560	30
1770940620	30
1770940680	30
1770940740	30
1770940800	30
1770940860	30
1770940920	30
1770940980	30
1770941040	30
1770941100	30
1770941160	30
1770941220	30
1770941280	30
1770941340	30
1770941400	30
1770941460	30
1770941520	30
1770941580	30
1770941640	30
1770941700	30
