1769976000	40
1769976060	40
1769976120	40
1769976180	40
1769976240	40
1769976300	40
1769976360	40
1769976420	40
1769976480	40
1769976540	40
1769976600	40
1769976660	40
1769976720	40
1769976780	40
1769976840	40
1769976900	40
1769976960	40
1769977020	40
1769977080	40
1769977140	40
1769977200	40
1769977260	40
1769977320	40
1769977380	40
1769977440	40
1769977500	40
1769977560	40
1769977620	40
1769977680	40
1769977740	40
1769977800	40
1769989500	30
1769989560	30
1769989620	30
1769989680	30
1769989740	30
1769989800	30
1769989860	30
1769989920	30
1769989980	30
1769990040	30
1769990100	30
1769990160	30
1769990220	30
1769990280	30
1769990340	30
1769990400	30
1769990460	30
1769990520	30
1769990580	30
1769990640	30
1769990700	30
1769990760	30
1769990820	30
1769990880	30
1769990940	30
1769991000	30
1769991060	30
1769991120	30
1769991180	30
1769991240	30
1769991300	30
1774987200	40
1774987260	40
1774987320	40
1774987380	40
1774987440	40
1774987500	40
1774987560	40
1774987620	40
1774987680	40
1774987740	40
1774987800	40
1774987860	40
1774987920	40
1774987980	40
1774988040	40
1774988100	40
1774988160	40
1774988220	40
1774988280	40
1774988340	40
1774988400	40
1774988460	40
1774988520	40
1774988580	40
1774988640	40
1774988700	40
1774988760	40
1774988820	40
1774988880	40
1774988940	40
1774989000	40
1775000700	30
1775000760	30
1775000820	30
1775000880	30
1775000940	30
1775001000	30
1775001060	30
1775001120	30
1775001180	30
1775001240	30
1775001300	30
1775001360	30
1775001420	30
1775001480	30
1775001540	30
1775001600	30
1775001660	30
1775001720	30
1775001780	30
1775001840	30
1775001900	30
1775001960	30
1775002020	30
1775002080	30
1775002140	30
1775002200	30
1775002260	30
1775002320	30
1775002380	30
1775002440	30
1775002500	30
1775073600	40
1775073660	40
1775073720	40
1775073780	40
1775073840	40
1775073900	40
1775073960	40
1775074020	40
1775074080	40
1775074140	40
1775074200	40
1775074260	40
1775074320	40
1775074380	40
1775074440	40
1775074500	40
1775074560	40
1775074620	40
1775074680	40
1775074740	40
1775074800	40
1775074860	40
1775074920	40
1775074980	40
1775075040	40
1775075100	40
1775075160	40
1775075220	40
1775075280	40
1775075340	40
1775075400	40
1775087100	30
1775087160	30
1775087220	30
1775087280	30
1775087340	30
1775087400	30
1775087460	30
1775087520	30
1775087580	30
1775087640	30
1775087700	30
1775087760	30
1775087820	30
1775087880	30
1775087940	30
1775088000	30
1775088060	30
1775088120	30
1775088180	30
1775088240	30
1775088300	30
1775088360	30
1775088420	30
1775088480	30
1775088540	30
1775088600	30
1775088660	30
1775088720	30
1775088780	30
1775088840	30
1775088900	30
