1769976000	40
1769976060	40
1769976120	40
1769976180	40
1769976240	40
1769976300	40
1769976360	40
1769976420	40
1769976480	40
1769976540	40
1769976600	40
1769976660	40
1769976720	40
1769976780	40
1769976840	40
1769976900	40
1769976960	40
1769977020	40
1769977080	40
1769977140	40
1769977200	40
1769977260	40
1769977320	40
1769977380	40
1769977440	40
1769977500	40
1769977560	40
1769977620	40
1769977680	40
1769977740	40
1769977800	40
1769989500	30
1769989560	30
1769989620	30
1769989680	30
1769989740	30
1769989800	30
1769989860	30
1769989920	30
1769989980	30
1769990040	30
1769990100	30
1769990160	30
1769990220	30
1769990280	30
1769990340	30
1769990400	30
1769990460	30
1769990520	30
1769990580	30
1769990640	30
1769990700	30
1769990760	30
1769990820	30
1769990880	30
1769990940	30
1769991000	30
1769991060	30
1769991120	30
1769991180	30
1769991240	30
1769991300	30
1780257600	40
1780257660	40
1780257720	40
1780257780	40
1780257840	40
1780257900	40
1780257960	40
1780258020	40
1780258080	40
1780258140	40
1780258200	40
1780258260	40
1780258320	40
1780258380	40
1780258440	40
1780258500	40
1780258560	40
1780258620	40
1780258680	40
1780258740	40
1780258800	40
1780258860	40
1780258920	40
1780258980	40
1780259040	40
1780259100	40
1780259160	40
1780259220	40
1780259280	40
1780259340	40
1780259400	40
1780271100	30
1780271160	30
1780271220	30
1780271280	30
1780271340	30
1780271400	30
1780271460	30
1780271520	30
1780271580	30
1780271640	30
1780271700	30
1780271760	30
1780271820	30
1780271880	30
1780271940	30
1780272000	30
1780272060	30
1780272120	30
1780272180	30
1780272240	30
1780272300	30
1780272360	30
1780272420	30
1780272480	30
1780272540	30
1780272600	30
1780272660	30
1780272720	30
1780272780	30
1780272840	30
1780272900	30
1785441600	40
1785441660	40
1785441720	40
1785441780	40
1785441840	40
1785441900	40
1785441960	40
1785442020	40
1785442080	40
1785442140	40
1785442200	40
1785442260	40
1785442320	40
1785442380	40
1785442440	40
1785442500	40
1785442560	40
1785442620	40
1785442680	40
1785442740	40
1785442800	40
1785442860	40
1785442920	40
1785442980	40
1785443040	40
1785443100	40
1785443160	40
1785443220	40
1785443280	40
1785443340	40
1785443400	40
1785455100	30
1785455160	30
1785455220	30
1785455280	30
1785455340	30
1785455400	30
1785455460	30
1785455520	30
1785455580	30
1785455640	30
1785455700	30
1785455760	30
1785455820	30
1785455880	30
1785455940	30
1785456000	30
1785456060	30
1785456120	30
1785456180	30
1785456240	30
1785456300	30
1785456360	30
1785456420	30
1785456480	30
1785456540	30
1785456600	30
1785456660	30
1785456720	30
1785456780	30
1785456840	30
1785456900	30
